date,session_id,tokens_input,tokens_output,tokens_processed,message_count,api_key_source,llm_model,latency_api,execution_time
2026-01-13T14:57:37.648819,5d716003-3b34-4937-bf9c-b53920023cfe,1056,12,1068,1,user,meta-llama/llama-3-8b-instruct,1.448,2.153,True,1.448,5.9e-05,495.97,L1_T4,1
2026-01-13T14:57:42.154505,5d716003-3b34-4937-bf9c-b53920023cfe,1052,14,1066,1,user,microsoft/phi-4,3.498,4.201,True,3.498,,253.78,L1_T4,1
2026-01-13T14:58:08.985162,5d716003-3b34-4937-bf9c-b53920023cfe,1077,102,1179,1,user,openai/gpt-4o,3.122,3.807,True,3.122,0.003713,309.73,L2_T2,2
2026-01-13T14:58:15.641223,5d716003-3b34-4937-bf9c-b53920023cfe,1106,347,1453,1,user,openai/gpt-oss-120b,5.654,6.352,True,5.654,0.000291,228.75,L2_T2,2
2026-01-13T14:58:23.322384,5d716003-3b34-4937-bf9c-b53920023cfe,1076,107,1183,1,user,meta-llama/llama-3.3-70b-instruct,6.688,7.376,False,6.688,0.000719,160.38,L2_T2,2
2026-01-13T14:58:27.215584,5d716003-3b34-4937-bf9c-b53920023cfe,1076,66,1142,1,user,meta-llama/llama-3-8b-instruct,2.887,3.588,False,2.887,6.3e-05,318.29,L2_T2,2
2026-01-13T14:58:34.279984,5d716003-3b34-4937-bf9c-b53920023cfe,1072,112,1184,1,user,microsoft/phi-4,6.053,6.761,True,6.053,,175.13,L2_T2,2
2026-01-13T15:03:24.402039,01c94504-03ba-4008-adf7-b1b56db662a8,1109,85,1194,1,user,openai/gpt-4o,4.027,4.806,True,4.027,0.003622,248.46,L3_T3,3
2026-01-13T15:03:30.230866,01c94504-03ba-4008-adf7-b1b56db662a8,1171,330,1501,1,user,openai/gpt-oss-120b,4.839,5.523,True,4.839,0.0003,271.77,L3_T3,3
2026-01-13T15:03:35.545423,01c94504-03ba-4008-adf7-b1b56db662a8,1105,102,1207,1,user,meta-llama/llama-3.3-70b-instruct,4.314,5.011,False,4.314,0.000733,240.88,L3_T3,3
2026-01-13T15:03:39.676559,01c94504-03ba-4008-adf7-b1b56db662a8,1104,81,1185,1,user,meta-llama/llama-3-8b-instruct,3.137,3.827,False,3.137,6.5e-05,309.64,L3_T3,3
2026-01-13T15:03:45.539242,01c94504-03ba-4008-adf7-b1b56db662a8,1101,87,1188,1,user,microsoft/phi-4,4.856,5.558,True,4.856,,213.74,L3_T3,3
2026-01-13T15:10:39.097038,01c94504-03ba-4008-adf7-b1b56db662a8,1529,333,1862,2,user,google/gemini-2.0-flash-exp:free,8.671,8.677,,,,214.59,,
2026-01-13T15:11:34.099912,01c94504-03ba-4008-adf7-b1b56db662a8,4571,373,4944,4,user,meta-llama/llama-3.3-70b-instruct,16.408,16.416,,,0.002992,301.17,,
